# TYPO3 changelog index — GENERATED, do not edit by hand.
# grep-only: never read this file as a whole.
# source: local:14.3.x
# columns: number	type	version	title	tags	symbols	migration-gist	note	source	path
# note column: 'note' means notes/{number}.md exists and takes precedence.
106945	Feature	14.0	Allow usage of Symfony validators in Extbase	Frontend ext:extbase	ConstraintDecoratingValidator ValidatorInterface sprintf #[NotBlank] #[Regex] #[File] #[Image]	A wide range of Symfony validators can now be used directly in Extbase.	-	local:14.3.x	14.0/Feature-106945-AllowUsageOfSymfonyValidatorsInExtbase.rst
106947	Deprecation	14.0	Move upgrade wizard related interfaces and attribute to `EXT:core`	PHP-API FullyScanned ext:install	#[UpgradeWizard(...)] UpgradeWizard ChattyInterface ConfirmableInterface PrerequisiteInterface RepeatableInterface UpgradeWizardInterface Confirmation DatabaseUpdatedPrerequisite ReferenceIndexUpdatedPrerequisite AbstractListTypeToCTypeUpdate PrerequisiteCollection	Upgrade custom upgrade wizards to use the new attribute, interfaces and/or classes from the `EXT:core` namespace, instead of `EXT:install`:	-	local:14.3.x	14.0/Deprecation-106947-MoveUpgradeWizardRelatedInterfacesAndAttributeToEXTcore.rst
106949	Breaking	14.0	Duplicate doktype restriction configuration removed	TSConfig NotScanned ext:backend		Remove any usage of mod.web_list.noViewWithDokTypes from Page TSconfig. Use the existing configuration TCEMAIN.preview.disableButtonForDokType instead:	-	local:14.3.x	14.0/Breaking-106949-DuplicateDoktypeRestrictionConfigurationRemoved.rst
106964	Breaking	14.0	Enable "Light/Dark Mode" context awareness for CKEditor RTE by default	Backend NotScanned		Installations with custom CKEditor modifications should review their contents.css file.	-	local:14.3.x	14.0/Breaking-106964-MakeCkeditorContextAwareByDefault.rst
106969	Deprecation	14.0	Deprecate User TSConfig auth.BE.redirectToURL	Backend NotScanned ext:backend		If a redirect after a successful backend login is required, create a custom PSR-15 middleware to handle the redirection.	-	local:14.3.x	14.0/Deprecation-106969-DeprecateUserTSConfigAuthBEredirectToURL.rst
106972	Breaking	14.0	TCA control option searchFields removed	TCA FullyScanned ext:core	$GLOBALS['TCA'][$table]['ctrl']['searchFields'] SearchableSchemaFieldsCollector searchable searchFields searchable => false	Remove the `searchFields` option from the `ctrl` section of your TCA configuration.	-	local:14.3.x	14.0/Breaking-106972-TCAControlOptionSearchFieldsRemoved.rst
106972	Feature	14.0	Configure searchable fields	TCA ext:core	searchFields searchable searchable => false color datetime dbType email flex input json link slug text uuid file inline password group ctrl 'searchable' => false	If your extension previously relied on the searchFields TCA option, remove it from the ctrl section and instead define 'searchable' => false on fields that should be excluded from search results.	-	local:14.3.x	14.0/Feature-106972-ConfigureSearchableFields.rst
106976	Breaking	14.0	Removal of TCA search field configuration options	TCA FullyScanned ext:core	search.case search.pidonly search.andWhere search	Remove the obsolete search options from your TCA field configurations.	-	local:14.3.x	14.0/Breaking-106976-RemovalOfTCASearchFieldConfigurationOptions.rst
106992	Feature	14.0	Remember last opened category in record wizards	Backend JavaScript ext:backend		Record wizards now automatically preselect the last used category when opened again. No migration or configuration is required. The feature is enabled by default.	-	local:14.3.x	14.0/Feature-106992-RememberLastOpenedCategoryInRecordWizards.rst
107036	Feature	14.0	Configurable dashboard widgets	Backend ext:dashboard	WidgetInterface WidgetRendererInterface Settings	**For editors** * Dashboard widgets now display a settings (cog) icon when configuration is supported. * Clicking the icon opens a modal dialog with configurable options.	-	local:14.3.x	14.0/Feature-107036-ConfigurableDashboardWidgets.rst
107047	Breaking	14.0	Remove pointer field functionality of TCA flex	Backend FlexForm TCA PartiallyScanned ext:core	configurePlugin() addTcaSelectItemGroup() AfterFlexFormDataStructureIdentifierInitializedEvent AfterFlexFormDataStructureParsedEvent BeforeFlexFormDataStructureIdentifierInitializedEvent BeforeFlexFormDataStructureParsedEvent FlexFormTools array|TcaSchema $schema getDataStructureIdentifier() parseDataStructureByIdentifier() cleanFlexFormXML() $GLOBALS['TCA'] TcaSchema InvalidTcaSchemaException RelationMapBuilder InvalidCombinedPointerFieldException ds_pointerField	**FlexForm Pointer Field Migration** **Before:**	-	local:14.3.x	14.0/Breaking-107047-RemovePointerFieldFunctionalityOfTCAFlex.rst
107047	Deprecation	14.0	ExtensionManagementUtility::addPiFlexFormValue()	Backend FlexForm TCA FullyScanned ext:core	addPiFlexFormValue() registerPlugin() addPlugin() columnsOverrides	Instead of using this method, define the FlexForm configuration using one of the following approaches:	-	local:14.3.x	14.0/Deprecation-107047-ExtensionManagementUtilityAddPiFlexFormValue.rst
107047	Feature	14.0	FlexForm enhancements: Direct plugin registration and raw TCA support	Backend FlexForm TCA ext:core	addPlugin() registerPlugin() $flexForm columnsOverrides FlexFormTools $GLOBALS['TCA'] $schema TcaSchema getDataStructureIdentifier() parseDataStructureByIdentifier() cleanFlexFormXML() RelationMapBuilder addPiFlexFormValue() array|TcaSchema	**Direct FlexForm plugin registration** This enhancement simplifies plugin configuration and FlexForm integration, as FlexForms can now be registered directly with the plugin.	-	local:14.3.x	14.0/Feature-107047-FlexFormEnhancements.rst
107056	Feature	14.0	Introduce headerData and footerData ViewHelpers	Fluid ext:fluid	<head> </body> <f:page.headerData> <f:page.footerData> PageRenderer <f:asset.css> <f:asset.script> dns-prefetch preconnect <link> <script>	Extension authors and integrators can now use the new ViewHelpers to add raw HTML content, such as <link> or <script> tags, directly into the rendered page output.	-	local:14.3.x	14.0/Feature-107056-IntroduceHeaderDataAndFooterDataViewHelpers.rst
107057	Deprecation	14.0	Deprecate auto-render assets sections	Frontend NotScanned ext:frontend	f:asset.script f:asset.css	It is recommended to use the f:asset.script or f:asset.css ViewHelpers from the TYPO3 Asset Collector API to render required assets.	-	local:14.3.x	14.0/Deprecation-107057-DeprecateAuto-renderAssetsSections.rst
107081	Feature	14.0	Add options to predefine link target and class in link browser	Backend TSConfig ext:backend		This feature improves editor workflows by providing meaningful default values for link attributes while preserving full flexibility for customization.	-	local:14.3.x	14.0/Feature-107081-AddOptionsToPredefineLinkTargetAndClassInLinkBrowser.rst
107104	Feature	14.0	Introduce UrlFactory JavaScript module	JavaScript ext:core		URL and URLSearchParams objects can now be created by the factory's createUrl() and createSearchParams() methods. The method createUrl() creates a full URL object and automatically sets its base.	-	local:14.3.x	14.0/Feature-107104-IntroduceUrlFactoryJavaScriptModule.rst
107105	Feature	14.0	Introduce expression for accessing site locale	TypoScript ext:core ext:form		Developers can now compare or evaluate the site locale directly in expressions, without using siteLanguage("locale").	-	local:14.3.x	14.0/Feature-107105-IntroduceExpressionForAccessingSiteLocale.rst
107151	Feature	14.0	Add AsNonSchedulableCommand attribute for CLI commands	Backend PHP-API ext:core	AsNonSchedulableCommand #[AsNonSchedulableCommand] #[AsCommand]	Developers can now fully embrace using the Symfony #[AsCommand] attribute and still be able to declare a non-schedulable execution within the scope of the same class, without any service registration.…	-	local:14.3.x	14.0/Feature-107151-AddAsNonSchedulableCommandAttribute.rst
107180	Feature	14.0	PSR-14 events for Backend Users module	Backend ext:beuser	$demand Demand $query QueryInterface $constraints BackendUserGroup $request $backendGroups $filemounts	These events can be used to implement custom user or permission management processes in the Backend Users module. Be aware that this area is security sensitive.	-	local:14.3.x	14.0/Feature-107180-IntroducePSR14EventsForBeuserModule.rst
107201	Feature	14.0	Extended RSS Widget with Atom Support	Backend Dashboard Atom RSS ext:dashboard		* The existing "RSS Widget" now supports both RSS and Atom feeds automatically. * Atom feeds (commonly used by GitHub, GitLab, and other platforms) can now be displayed using the same RSS widget.	-	local:14.3.x	14.0/Feature-107201-AtomFeedWidgetForDashboard.rst
107225	Deprecation	14.0	Boolean sort direction in FileList->start()	Backend FileList PartiallyScanned ext:filelist	start() $sortRev $sortDirection SortDirection FileList true DESCENDING false ASCENDING	Replace boolean values with the corresponding SortDirection enum values:	-	local:14.3.x	14.0/Deprecation-107225-BooleanSortDirectionInFileListStart.rst
107229	Breaking	14.0	Removed support for annotations in Extbase	PHP-API FullyScanned ext:extbase	Validate] @var @return @var ObjectStorage<FileReference> Cascade Lazy Validate Annotation Attribute	Switch from Extbase annotations to native PHP attributes.	-	local:14.3.x	14.0/Breaking-107229-RemovedSupportOfAnnotationsInExtbase.rst
107229	Deprecation	14.0	Deprecate :php:`Annotation` namespace of Extbase attributes	PHP-API FullyScanned ext:extbase	Annotation Attribute	Aside from migrating PHP annotations to PHP attributes, existing usages of the class namespace Annotation should be updated to Attribute:	-	local:14.3.x	14.0/Deprecation-107229-DeprecatePhpAnnotationNamespaceOfExtbaseAttributes.rst
107240	Feature	14.0	Add warning when pasting password with whitespace	Backend JavaScript UX ext:backend		Users now receive immediate feedback when pasting passwords that contain surrounding whitespace, reducing login failures and improving the overall user experience when authenticating to the TYPO3 back…	-	local:14.3.x	14.0/Feature-107240-AddWarningWhenPastingPasswordWithWhitespace.rst
107256	Feature	14.0	PSR-14 event to modify options in EmailFinisher	PHP-API ext:form	BeforeEmailFinisherInitializedEvent EmailFinisher getFinisherContext() FinisherContext getOptions() setOptions()	It is now possible to dynamically modify EmailFinisher options before email processing begins, using the new PSR-14 event BeforeEmailFinisherInitializedEvent.	-	local:14.3.x	14.0/Feature-107256-PSR-14EventToModifyOptionsInEmailFinisher.rst
107281	Feature	14.0	Type-specific TCAdefaults support	PHP-API ext:core	DatabaseRowInitializeNew DataHandler defVals 'CType' => 'textmedia' 'default'	This feature provides a more flexible and consistent way to configure default values for different record types, reducing repetitive configuration and improving the user experience when creating new r…	-	local:14.3.x	14.0/Feature-107281-TypeSpecificTCAdefaults.rst
107287	Deprecation	14.0	FileCollectionRegistry->addTypeToTCA() method	TCA FullyScanned ext:core	FileCollectionRegistry->addTypeToTCA() $GLOBALS['TCA']	Instead of using this method, configure file collection types directly in your TCA configuration files.	-	local:14.3.x	14.0/Deprecation-107287-FileCollectionRegistryAddTypeToTCA.rst
107310	Breaking	14.0	Remove FreezableBackendInterface	PHP-API FullyScanned	FreezableBackendInterface freeze() isFrozen()	Remove any references to FreezableBackendInterface from your extension code. If you require freeze functionality, implement the desired behavior directly in your custom cache backend class.	-	local:14.3.x	14.0/Breaking-107310-RemoveFreezableBackendInterface.rst
107315	Breaking	14.0	Cache Backend and Frontend related changes	PHP-API NotScanned ext:core	mixed BackendInterface PhpCapableBackendInterface TransientBackendInterface FrontendInterface AbstractBackend string     $entryIdentifier bool void __construct()	Update your custom cache backend and frontend implementations to use the correct PHP types: 1. Ensure all method signatures match the interface declarations exactly 2.	-	local:14.3.x	14.0/Breaking-107315-CacheBackendAndFrontendRelatedChanges.rst
107322	Feature	14.0	New PSR-14 AfterRichtextConfigurationPreparedEvent	PHP-API TCA ext:core	AfterRichtextConfigurationPreparedEvent setConfiguration() getConfiguration()	It is now possible to modify the rich-text configuration after it has been fetched and prepared.	-	local:14.3.x	14.0/Feature-107322-NewPSR-14AfterRichtextConfigurationPreparedEvent.rst
107323	Breaking	14.0	Workspace "Freeze Editing" removed	Backend NotScanned ext:workspaces		A more robust alternative to *Freeze Editing* is to configure a **custom workspace stage** and assign **responsible persons**.	-	local:14.3.x	14.0/Breaking-107323-WorkspaceFreezeEditingRemoved.rst
107324	Breaking	14.0	Streamline PSR-7 Response Header Handling	Frontend PHP-API ext:core ext:extbase ext:frontend NotScanned		If your use case requires *merged* header values, you must now implement this explicitly:	-	local:14.3.x	14.0/Breaking-107324-StreamlinePSR7ResponseHeaderHandling.rst
107343	Breaking	14.0	Removed "beforeFormCreate" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeFormCreate'] BeforeFormIsCreatedEvent	The hook has been removed without prior deprecation. This allows extensions to remain compatible with both TYPO3 v13 (using the hook) and v14+ (using the new event) simultaneously.	-	local:14.3.x	14.0/Breaking-107343-RemovedBeforeFormCreateHook.rst
107343	Feature	14.0	PSR-14 to manipulate form creation process	Backend ext:form	BeforeFormIsCreatedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeFormCreate'] $form $formPersistenceIdentifier	With the new BeforeFormIsCreatedEvent, it is now possible to modify a form before it is created.	-	local:14.3.x	14.0/Feature-107343-IntroducePSR14BeforeFormIsCreatedEvent.rst
107356	Breaking	14.0	Use Record API in List Module	Backend PHP-API FullyScanned ext:backend	RecordInterface DatabaseRecordList renderListRow() makeControl() makeCheckbox() languageFlag() makeLocalizationPanel() linkWrapItems() getPreviewUriBuilder() isRecordDeletePlaceholder() isRowListingConditionFulfilled() $table	When calling affected methods, use the Record API to create a Record object from a database row: **Before:**	-	local:14.3.x	14.0/Breaking-107356-UseRecordAPIInListModule.rst
107358	Feature	14.0	Introduce Fluid page title ViewHelper	Frontend ext:fluid		Extension developers can now easily set page titles from their Fluid templates without creating custom page title providers for each extension.	-	local:14.3.x	14.0/Feature-107358-IntroduceFluidPageTitleViewHelper.rst
107359	Feature	14.0	Introduce Fluid page meta ViewHelper	Frontend ext:fluid		Extension developers can now easily set meta tags from Fluid templates without needing to use the MetaTagManager API directly in PHP code.	-	local:14.3.x	14.0/Feature-107359-IntroduceFluidPageMetaViewHelper.rst
107380	Breaking	14.0	Removed "beforeFormDuplicate" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeFormDuplicate'] BeforeFormIsDuplicatedEvent	The hook has been removed without deprecation to allow extensions to remain compatible with both TYPO3 v13 (using the hook) and TYPO3 v14+ (using the new event).	-	local:14.3.x	14.0/Breaking-107380-RemovedBeforeFormDuplicateHook.rst
107380	Feature	14.0	PSR-14 to manipulate form duplication process	Backend ext:form	BeforeFormIsDuplicatedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeFormDuplicate'] $form $formPersistenceIdentifier	With the new BeforeFormIsDuplicatedEvent, it is now possible to modify a form before it is duplicated.	-	local:14.3.x	14.0/Feature-107380-IntroducePSR14BeforeFormIsDuplicatedEvent.rst
107382	Breaking	14.0	Removed "beforeFormDelete" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeFormDelete'] BeforeFormIsDeletedEvent	The hook has been removed without deprecation to allow extensions to remain compatible with both TYPO3 v13 (using the hook) and TYPO3 v14+ (using the new event).	-	local:14.3.x	14.0/Breaking-107382-RemovedBeforeFormDeleteHook.rst
107382	Feature	14.0	PSR-14 before form deletion	Backend ext:form	BeforeFormIsDeletedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeFormDelete'] $formPersistenceIdentifier $preventDeletion true	With the new BeforeFormIsDeletedEvent, it is now possible to prevent the deletion of a form and to add custom logic based on the delete action.	-	local:14.3.x	14.0/Feature-107382-IntroducePSR14BeforeFormIsDeletedEvent.rst
107388	Breaking	14.0	Removed "beforeFormSave" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeFormSave'] BeforeFormIsSavedEvent	The hook has been removed without deprecation to allow extensions to remain compatible with both TYPO3 v13 (using the hook) and TYPO3 v14+ (using the new event).	-	local:14.3.x	14.0/Breaking-107388-RemovedBeforeFormSaveHook.rst
107388	Feature	14.0	PSR-14 to manipulate form before it is saved	Backend ext:form	BeforeFormIsSavedEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeFormSave'] $form $formPersistenceIdentifier	With the new BeforeFormIsSavedEvent, it is now possible to modify a form definition as well as the form persistence identifier before it is saved.	-	local:14.3.x	14.0/Feature-107388-IntroducePSR14BeforeFormIsSavedEvent.rst
107397	Breaking	14.0	Circular dependency between ProcessedFile and Task removed	PHP-API PartiallyScanned	ProcessedFile getTask() generateProcessedFileNameWithoutExtension() ProcessedFileRepository add() TaskInterface update() AbstractTask ProcessedFile->getTask() ProcessedFile->generateProcessedFileNameWithoutExtension() ProcessedFileRepository->add() ProcessedFileRepository->update() FileProcessingService TaskTypeRegistry	Replace calls to ProcessedFile->getTask() with direct creation of Task objects through the TaskTypeRegistry: **Before:**	-	local:14.3.x	14.0/Breaking-107397-CircularDependencyBetweenProcessedFileAndTaskRemoved.rst
107403	Breaking	14.0	Remove LocalPreviewHelper + LocalCropScaleMaskHelper	PHP-API FullyScanned	LocalPreviewHelper LocalCropScaleMaskHelper LocalImageProcessor	Remove all references to LocalPreviewHelper or LocalCropScaleMaskHelper from your code.	-	local:14.3.x	14.0/Breaking-107403-RemoveLocalPreviewHelperAndLocalCropScaleMaskHelper.rst
107413	Deprecation	14.0	PathUtility getRelativePath(to) methods	PHP-API FullyScanned ext:core	PathUtility getRelativePath() getRelativePathTo() getFileAbsFileName() getPublicResourceWebPath()	Instead of calculating relative paths manually, use absolute paths or the appropriate TYPO3 APIs for path handling: * Use getFileAbsFileName() for extension resources * Use the `EXT:` prefix when refe…	-	local:14.3.x	14.0/Deprecation-107413-PathUtilityGetRelativePathMethods.rst
107435	Feature	14.0	File replace modal with enhanced file information	Backend UX ext:core ext:filelist		This enhancement significantly improves the file management experience in TYPO3 by providing a more modern, context-aware interface for file replacement.	-	local:14.3.x	14.0/Feature-107435-FileReplaceModalWithEnhancedInformation.rst
107436	Breaking	14.0	Localization system architecture changes	PHP-API LocalConfiguration NotScanned	getParsedData() getParsedData($fileReference, 'en') $GLOBALS['TYPO3_CONF_VARS']['SYS']['lang']['parser'] $GLOBALS['TYPO3_CONF_VARS']['SYS']['lang']['requireApprovedLocalizations'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['requireApprovedLocalizations'] $GLOBALS['TYPO3_CONF_VARS']['SYS']['lang']['format'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['format'] $GLOBALS['TYPO3_CONF_VARS']['EXTCONF']['lang']['availableLanguages'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['availableLocales'] $GLOBALS['TYPO3_CONF_VARS']['SYS']['locallangXMLOverride'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['resourceOverrides']	**Method Call Updates** Update all calls to getParsedData() to use the new signature and ensure parameter types are correct: **Before:**	-	local:14.3.x	14.0/Breaking-107436-LocalizationSystemChanges.rst
107436	Deprecation	14.0	Localization Parsers	PHP-API FullyScanned ext:core	AbstractXmlParser LocalizationParserInterface XliffParser $GLOBALS['TYPO3_CONF_VARS']['SYS']['lang']['parser'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['loader'] XliffLoader	Replace usage of the deprecated parser classes with Symfony Translation loaders. Use the new XliffLoader class for XLIFF file processing.	-	local:14.3.x	14.0/Deprecation-107436-LocalizationParsers.rst
107436	Feature	14.0	Symfony Translation Component integration	PHP-API Backend ext:core	$GLOBALS['TYPO3_CONF_VARS']['LANG'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['loader'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['requireApprovedLocalizations'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['format'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['availableLocales'] $GLOBALS['TYPO3_CONF_VARS']['LANG']['resourceOverrides']	All previous configuration options have been moved to the new $GLOBALS['TYPO3_CONF_VARS']['LANG'] namespace. These are automatically migrated to the new location when accessing the install tool.	-	local:14.3.x	14.0/Feature-107436-SymfonyTranslationIntegration.rst
107438	Breaking	14.0	Default parseFunc configuration for Fluid Styled Content	TypoScript ext:fluid_styled_content ext:frontend NotScanned		If you need to allow specific HTML tags, explicitly configure allowTags instead of extending a former default. **Before (no longer works):**	-	local:14.3.x	14.0/Breaking-107438-DefaultParseFuncConfigurationForFluidStyledContentRemoved.rst
107441	Feature	14.0	Allow more hashing algorithms in FAL	FAL PHP-API ext:core	LocalDriver LocalDriver->hash() HashContext	FAL's LocalDriver can now make use of different hashing algorithms, e.g. `crc32`, `sha256` and many more.	-	local:14.3.x	14.0/Feature-107441-AllowMoreHashingAlgorithmsInFAL.rst
107443	Breaking	14.0	Migrate Modal component from Bootstrap to native dialog	Backend JavaScript NotScanned ext:backend		Bootstrap modal events (*.bs.modal) are no longer available. Extensions listening to these events must migrate to TYPO3's custom modal events.	-	local:14.3.x	14.0/Breaking-107443-MigrateModalComponentFromBootstrapToNativeDialog.rst
107471	Feature	14.0	New scheduler task wizard	Backend PHP-API UX ext:scheduler	iconOverlay ModifyNewSchedulerTaskWizardItemsEvent getWizardItems() setWizardItems() addWizardItem() removeWizardItem() getRequest()	* The scheduler task creation workflow is significantly improved with better UX * The risk of creating broken task records due to task type changes is eliminated * Extensions can easily modify the wiz…	-	local:14.3.x	14.0/Feature-107471-NewSchedulerTaskWizard.rst
107473	Breaking	14.0	TypoScript condition function getTSFE() removed	TypoScript NotScanned ext:frontend		Replace getTSFE() with an equivalent condition. For example: **Before:**	-	local:14.3.x	14.0/Breaking-107473-TypoScriptConditionFunctionGetTSFERemoved.rst
107482	Breaking	14.0	Environment::getComposerRootPath method removed	PHP-API FullyScanned ext:core	Environment getComposerRootPath() getProjectPath()	Instead of calculating relative paths manually, use absolute paths or the appropriate TYPO3 APIs for path handling. Use the following replacement: * getProjectPath()	-	local:14.3.x	14.0/Breaking-107482-EnvironmentGetComposerRootPathMethodsRemoved.rst
107488	Breaking	14.0	Scheduler frequency options moved to TCA	Backend TCA NotScanned ext:scheduler	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['scheduler']['frequencyOptions'] overrideFieldTca tx_scheduler_task.execution_details frequencyOptions	Extensions should migrate their frequency options from the global configuration to TCA overrides. **Before (no longer working):**	-	local:14.3.x	14.0/Breaking-107488-SchedulerFrequencyOptionsMovedToTCA.rst
107488	Feature	14.0	Extensible scheduler task timing options	Backend TCA ext:scheduler	execution_details overrideFieldTca $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['scheduler']['frequencyOptions'] frequency runningType multiple start end	This enhancement provides a more flexible and extensible way to configure scheduler task timing options, allowing extensions to seamlessly integrate custom timing configurations while maintaining cons…	-	local:14.3.x	14.0/Feature-107488-ExtensibleSchedulerTaskTimingOptions.rst
107507	Breaking	14.0	Removed EXT:form AbstractFinisher->getTypoScriptFrontendController()	PHP-API FullyScanned ext:form	AbstractFinisher->getTypoScriptFrontendController() TypoScriptFrontendController cObj	Migration depends on what the finisher previously did with the returned class instance.	-	local:14.3.x	14.0/Breaking-107507-RemovedExtformAbstractFinisher-getTypoScriptFrontendController.rst
107518	Breaking	14.0	Removed "initializeFormElement" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['initializeFormElement'] BeforeRenderableIsAddedToFormEvent	The hook was removed without a deprecation phase to allow extensions to work with both TYPO3 v13 (using the hook) and TYPO3 v14+ (using the new event) simultaneously.	-	local:14.3.x	14.0/Breaking-107518-RemovedInitializeFormElementHook.rst
107518	Feature	14.0	PSR-14 event to modify form elements after being added	Backend ext:form	BeforeRenderableIsAddedToFormEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['initializeFormElement'] $renderable	With the new BeforeRenderableIsAddedToFormEvent, it is now possible to modify a renderable after it has been initialized and right before being added to its form.	-	local:14.3.x	14.0/Feature-107518-IntroducePSR14BeforeRenderableIsAddedToFormEvent.rst
107519	Feature	14.0	Add "discard" command to DataHandler	PHP-API ext:core	DataHandler $commandArray	The `"discard"` command offers a more intuitive API for workspace operations: * Instead of using complex version commands with actions such as `"clearWSID"` or `"flush"`, you can now use the straightf…	-	local:14.3.x	14.0/Feature-107519-AddDiscardCommandToDataHandler.rst
107526	Feature	14.0	Custom TCA types for scheduler tasks	TCA PHP-API ext:scheduler	getTaskParameters() setTaskParameters() AbstractTask execute() getAdditionalInformation() addRecordType()	Existing task types using custom TCA types automatically migrate existing data through the getTaskParameters() and setTaskParameters() methods: * During migration, getTaskParameters() is called to ext…	-	local:14.3.x	14.0/Feature-107526-CustomTCATypesForSchedulerTasks.rst
107528	Breaking	14.0	Removed "beforeRemoveFromParentRenderable" hook	Backend ext:form FullyScanned	$GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeRemoveFromParentRenderable'] BeforeRenderableIsRemovedFromFormEvent beforeRemoveFromParentRenderable	The hook was removed without a deprecation phase to allow extensions to work with both TYPO3 v13 (using the hook) and TYPO3 v14+ (using the new event) simultaneously.	-	local:14.3.x	14.0/Breaking-107528-RemovedBeforeRemoveFromParentRenderableHook.rst
107528	Feature	14.0	PSR-14 event before renderable is removed from form	Backend ext:form	BeforeRenderableIsRemovedFromFormEvent $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS']['ext/form']['beforeRemoveFromParentRenderable'] $renderable $preventRemoval true	With the new BeforeRenderableIsRemovedFromFormEvent, it is now possible to prevent the deletion of a renderable and to add custom logic based on the deletion.	-	local:14.3.x	14.0/Feature-107528-IntroducePSR14BeforeRenderableIsRemovedFromFormEvent.rst
107537	Breaking	14.0	Changes in URL generation of system resources	Frontend NotScanned ext:frontend	$GLOBALS['TYPO3_CONF_VARS']['BE']['fileadminDir']	The following changes are considered breaking, although their impact is expected to be very low.	-	local:14.3.x	14.0/Breaking-107537-UrlGenerationSystemResources.rst
107537	Deprecation	14.0	GeneralUtility::createVersionNumberedFilename	PHP-API FullyScanned ext:core	createVersionNumberedFilename $GLOBALS['TYPO3_REQUEST']	Use the **System Resource API** instead. Before:	-	local:14.3.x	14.0/Deprecation-107537-CreateVersionNumberedFileName.rst
107537	Deprecation	14.0	FilePathSanitizer service	PHP-API FullyScanned ext:frontend	FilePathSanitizer $TSFE->tmpl $GLOBALS['TYPO3_REQUEST']	Use the **System Resource API** instead. Before:	-	local:14.3.x	14.0/Deprecation-107537-FilePathSanitizer.rst
107537	Deprecation	14.0	`TYPO3\CMS\Core\Utility\PathUtility::getPublicResourceWebPath`	PHP-API FullyScanned ext:core	getPublicResourceWebPath($extResource) $GLOBALS['TYPO3_REQUEST']	Use the **System Resource API** instead. Before:	-	local:14.3.x	14.0/Deprecation-107537-getPublicResourcesWebPath.rst
107537	Feature	14.0	System resource API for system file access and public URI generation	ext:core	$GLOBALS['TYPO3_CONF_VARS']['FE']['addAllowedPaths'] SystemResourceFactory SystemResourcePublisherInterface	All parts of the TYPO3 Core where URLs are generated from specified resources now use the new API.	-	local:14.3.x	14.0/Feature-107537-SystemResourceAPIForSystemFileAccessAndPublicUriGeneration.rst
107550	Deprecation	14.0	Table Garbage Collection Task configuration via $GLOBALS	PHP-API Scheduler TCA FullyScanned ext:scheduler	TableGarbageCollectionTask class]['options']['tables'] $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS'] $GLOBALS['TYPO3_CONF_VARS']	Instead of configuring tables via $GLOBALS['TYPO3_CONF_VARS'], tables should now be configured in TCA using the `taskOptions` configuration of the corresponding record type within Configuration/TCA/Ov…	-	local:14.3.x	14.0/Deprecation-107550-TableGarbageCollectionTaskConfigurationViaGlobals.rst
107562	Deprecation	14.0	IP Anonymization Task configuration via $GLOBALS	PHP-API Scheduler TCA FullyScanned ext:scheduler	IpAnonymizationTask class]['options']['tables'] $GLOBALS['TYPO3_CONF_VARS']['SC_OPTIONS'] $GLOBALS['TYPO3_CONF_VARS'] taskOptions dateField	Instead of configuring tables via $GLOBALS['TYPO3_CONF_VARS'], tables should now be configured in TCA using the taskOptions configuration of the corresponding record type within Configuration/TCA/Over…	-	local:14.3.x	14.0/Deprecation-107562-IpAnonymizationTaskConfigurationViaGlobals.rst
